monthly_income,time_of_month,savings,guests
6196,1,high,0
2353,9,medium,0
4485,10,high,0
9230,31,high,0
1023,9,low,0
4968,31,medium,1
2681,23,medium,0
7160,4,high,0
6589,22,low,0
4378,6,high,0
4661,19,medium,0
9252,28,medium,0
2846,27,high,0
5001,20,low,0
9397,15,low,0
5978,17,high,0
5395,11,medium,0
5263,23,high,0
6795,23,high,0
9398,30,medium,0
1710,15,high,0
8374,12,high,1
2763,16,low,0
8391,17,medium,0
3546,12,high,0
2975,1,low,0
6520,5,high,0
4749,23,low,0
4735,12,low,0
8333,7,high,0
7531,22,high,0
8202,2,low,1
5038,1,high,0
2903,31,high,0
1359,29,high,1
6560,29,high,0
9723,8,low,0
1094,19,medium,0
2570,24,high,0
8843,19,low,1
5686,24,medium,1
1422,27,high,0
6954,5,high,0
2216,6,high,0
6666,22,medium,0
6141,24,medium,0
6390,1,high,0
7219,5,medium,0
2196,6,high,0
8616,26,low,0
2879,25,high,0
5453,15,high,0
9669,31,low,0
4772,30,medium,0
6456,23,low,0
4474,2,high,0
3266,25,medium,0
9414,21,low,1
7747,2,high,0
4089,9,high,0
5578,2,medium,0
5080,20,high,0
9921,28,low,0
9515,21,medium,0
2802,8,low,0
5406,8,high,0
5822,8,low,0
1417,16,medium,1
6274,15,high,0
9620,24,high,0
8134,29,medium,0
6872,23,medium,0
1185,30,high,0
2271,6,medium,0
5840,19,low,0
3438,27,high,0
8471,18,high,0
5491,1,low,0
5390,9,low,0
2971,23,high,0
3266,25,high,0
3739,19,low,0
1116,25,low,0
4183,2,high,0
2571,27,low,0
3517,14,high,0
7536,29,high,0
3638,2,low,0
6942,13,high,0
5844,3,high,0
1392,31,low,0
4096,26,high,0
7632,10,high,0
2822,26,high,0
2465,28,low,0
1217,22,high,0
1230,9,medium,0
7056,13,low,0
8619,1,high,0
7030,24,high,0
2062,25,high,0
6743,14,high,0
8868,19,low,0
8408,13,low,1
3740,15,high,0
9431,18,low,0
2038,27,low,0
3921,12,high,0
8032,27,medium,0
6009,1,medium,0
3517,16,high,0
6118,1,low,0
1897,9,low,0
7302,10,high,0
8604,9,medium,0
3448,15,medium,0
1116,21,high,0
1943,29,high,1
8772,28,medium,0
8106,4,high,0
1835,11,medium,0
2596,14,low,0
7515,26,low,0
5818,26,low,0
1386,9,low,0
7135,18,high,0
4436,28,high,0
9133,8,medium,0
1754,20,high,0
9775,7,medium,0
2311,31,medium,0
4538,23,medium,0
5382,24,high,0
9235,29,high,0
1745,14,medium,1
4496,19,low,0
8230,19,low,0
1176,5,low,0
4318,20,medium,0
8243,22,medium,0
3331,19,high,0
9523,15,medium,0
1920,23,medium,0
1506,27,high,0
9613,29,low,1
9219,5,high,0
2724,6,medium,0
8996,15,low,0
9704,31,medium,0
7003,13,low,0
3210,7,medium,0
9693,10,low,0
1043,19,medium,1
3335,21,medium,0
4571,6,low,0
8839,25,medium,0
9826,13,low,0
3459,26,low,0
2482,21,low,0
8532,13,high,0
6745,31,medium,0
9654,25,medium,0
3974,19,high,0
7986,21,medium,0
4864,19,medium,0
8856,30,high,1
8012,6,medium,0
2638,8,low,1
9570,14,medium,0
3491,2,medium,0
4548,28,medium,0
4059,29,low,1
7879,31,medium,1
1503,19,low,0
3130,22,medium,0
4152,22,high,0
4596,21,medium,1
9217,11,low,0
5261,23,medium,1
2375,21,medium,0
2150,1,low,0
1638,8,medium,0
2935,6,high,0
8060,10,low,0
3940,7,high,0
2087,20,high,0
9893,1,low,1
7890,18,medium,0
8785,29,medium,0
6880,13,medium,0
8632,30,medium,1
6318,12,medium,0
8498,1,medium,1
5466,2,medium,0
1558,21,low,0
9290,20,high,0
6150,14,low,0
7838,18,high,0
3339,18,low,0
1292,20,low,0
6673,25,low,0
1646,15,medium,0
2578,19,high,0
7949,24,high,0
8466,10,medium,0
5115,27,high,0
3201,17,medium,0
3855,21,high,0
4418,16,low,0
8252,29,low,0
4226,12,high,1
6875,25,high,0
6433,16,low,0
3636,17,high,1
9335,23,medium,1
5723,30,medium,0
4078,4,medium,0
7803,13,medium,0
1916,17,medium,0
2138,18,low,0
2385,21,low,0
7433,22,medium,1
5760,31,low,0
5629,22,high,0
1929,10,high,0
5743,31,high,0
1885,6,high,0
6972,2,high,0
1726,15,medium,0
1493,17,high,0
8106,18,medium,0
6888,23,high,0
8569,14,high,0
2108,25,medium,0
3859,29,high,0
9271,11,medium,0
9184,2,medium,0
4656,5,medium,0
7920,15,high,0
1545,24,medium,0
9768,24,high,0
7331,25,high,0
1330,16,high,0
8249,17,low,0
3660,12,medium,0
4280,14,high,0
8609,9,medium,0
2346,22,low,0
3332,22,low,0
3990,28,low,0
5848,28,high,0
5346,12,medium,0
4428,17,high,0
9186,28,high,0
9914,1,high,1
6197,20,medium,0
4742,9,high,0
9790,25,medium,0
1794,18,medium,0
1193,4,high,0
3175,16,high,0
5092,14,low,0
5595,1,medium,0
3238,6,medium,0
9452,3,high,0
5351,14,medium,0
2687,3,medium,0
4215,1,low,0
6460,13,medium,0
2983,3,low,0
8439,2,medium,0
4865,24,low,0
8833,26,low,0
3017,16,low,1
3896,31,low,0
6695,19,medium,1
8654,3,medium,1
9616,6,low,0
5753,12,low,0
7602,1,high,0
2253,21,medium,0
3942,30,high,0
9828,15,medium,0
3417,14,high,0
2264,6,medium,0
8071,21,high,0
8059,16,low,0
9537,6,low,0
7787,24,medium,0
6715,8,high,0
6175,13,medium,0
9079,9,low,0
7553,17,high,0
2310,30,high,0
4486,24,low,0
1164,3,low,0
5757,30,low,0
7121,7,high,0
9781,16,low,0
8614,22,high,0
1630,10,medium,0
5068,15,medium,0
4074,7,high,0
3632,24,high,0
6153,30,high,0
8829,28,high,0
9206,1,low,1
9918,31,high,0
7268,28,high,0
3372,4,low,0
1744,14,high,0
9722,25,low,0
5218,6,low,0
2596,25,high,0
9980,30,high,0
2291,5,medium,0
7125,14,low,0
4735,22,high,1
8989,27,medium,0
1590,22,low,0
1004,25,high,0
4006,9,medium,0
6700,15,low,0
2120,5,medium,0
6597,30,medium,0
2736,18,high,1
8378,2,medium,0
2722,8,high,0
8041,31,medium,0
8770,31,low,0
9565,10,medium,0
8833,19,low,0
3419,31,high,0
3591,15,medium,1
2825,31,medium,0
4332,23,high,0
6889,4,high,0
3291,4,high,0
2236,25,low,0
8109,20,low,0
8228,2,high,0
3813,5,low,0
2349,4,low,0
8394,15,high,0
8052,7,medium,0
9494,13,medium,0
5617,19,medium,0
9384,31,low,0
9551,14,high,0
4157,31,medium,1
8672,9,medium,0
9721,24,low,0
1091,13,low,0
6405,24,low,0
2261,18,low,1
2526,14,low,0
5315,12,medium,0
4298,7,medium,0
9493,31,medium,0
4476,22,high,0
8784,23,low,0
2238,15,low,0
5762,3,low,0
2612,20,medium,0
1557,23,low,0
4686,5,medium,0
9550,1,medium,0
8069,22,medium,0
1456,27,low,0
2017,10,low,0
1904,2,low,0
1657,23,high,0
8527,24,medium,0
2757,8,medium,0
6200,17,low,0
5715,6,high,0
8939,23,medium,0
8636,26,low,0
3482,25,low,0
4932,22,medium,0
8045,19,medium,0
9326,7,medium,0
2034,16,low,0
3789,13,high,0
9047,19,low,0
5874,15,medium,0
3093,31,medium,0
8337,5,medium,0
5003,18,low,0
3249,15,medium,0
3390,22,medium,0
8913,14,high,0
4981,25,low,0
1079,16,low,0
6304,21,low,1
9833,13,low,0
2273,19,high,0
6001,12,low,0
3742,20,high,0
8357,2,low,0
9594,19,high,1
9026,1,low,0
8179,22,low,0
2515,29,low,1
2822,13,medium,0
1479,18,high,0
8919,22,low,0
7692,13,high,0
3611,21,high,0
9792,28,medium,0
1374,26,high,0
6067,24,medium,0
1289,7,high,0
3237,17,low,0
2138,4,low,1
4101,10,low,0
7802,25,high,0
1013,17,medium,0
1081,23,low,0
8509,2,medium,0
1460,12,high,0
3214,12,low,0
1963,7,low,0
2317,12,high,0
4941,12,low,0
7537,31,medium,1
4363,12,low,0
6397,25,high,0
5065,31,high,0
8661,4,high,0
5271,20,medium,0
5979,15,low,0
7680,24,medium,0
7283,22,high,0
3387,28,low,0
6618,9,high,0
6881,16,low,0
7802,26,medium,0
3886,29,medium,0
7597,18,high,0
6028,19,high,0
3312,29,high,0
8608,29,high,0
9056,15,medium,0
5730,12,low,1
5588,28,medium,0
9898,6,low,0
4944,9,high,0
5270,28,high,1
1513,4,low,1
9249,24,low,0
5764,15,low,0
5487,17,medium,0
8458,25,high,1
8887,6,high,0
4826,4,high,0
1754,18,high,0
3304,2,high,0
7770,5,low,0
5092,2,high,0
3758,7,low,0
4616,28,medium,0
6097,22,low,0
4219,14,medium,0
6175,27,low,0
4936,29,low,0
5339,29,high,1
5849,3,high,0
3023,5,medium,0
7307,26,medium,0
7970,30,medium,1
4358,28,high,0
6925,15,high,0
7933,16,high,0
2894,28,low,0
1741,6,medium,0
6729,14,low,0
8461,11,medium,0
4879,12,medium,0
7163,23,medium,0
8143,1,high,0
6931,17,high,0
3265,24,high,0
9332,22,high,0
2399,8,low,0
2247,9,low,1
5670,11,high,1
9722,21,high,0
6485,8,medium,0
7977,28,medium,0
2992,15,low,0
9233,21,low,0
5191,23,high,0
6333,15,low,0
6131,11,low,1
1617,9,medium,1
1400,3,medium,0
8108,23,low,0
3969,3,low,0
2645,30,high,0
2785,5,high,0
4033,29,low,0
3144,31,medium,1
4490,26,low,0
5058,21,medium,0
3211,11,high,0
5156,30,medium,0
8133,3,high,0
2763,27,medium,0
4452,24,medium,0
1144,27,low,0
3096,3,medium,0
1588,29,medium,0
4591,26,medium,0
9006,13,medium,0
6690,2,low,0
9975,12,medium,0
2182,23,medium,0
6243,20,high,0
1232,8,medium,0
9412,1,high,0
8536,16,high,0
2254,30,medium,1
2881,25,high,0
4520,7,medium,0
6846,21,low,0
5607,5,high,0
3398,26,high,0
8644,16,low,0
9053,30,low,0
4160,16,medium,0
1332,1,medium,0
2088,28,low,0
8003,1,low,0
4517,9,low,1
6692,31,high,0
1445,15,high,0
3380,6,low,0
7821,24,high,1
2390,13,high,0
4593,5,medium,0
8380,21,medium,0
1571,24,medium,0
2643,29,medium,1
5339,30,low,1
2757,8,high,0
4327,19,medium,0
9098,13,high,0
1465,12,low,0
5894,15,medium,0
6599,15,medium,0
6046,10,high,1
1679,28,medium,0
5589,24,low,0
5391,11,medium,0
3561,30,medium,0
3626,19,medium,0
5168,29,high,0
5375,30,high,0
8692,30,high,0
9031,8,high,0
9103,12,low,0
7996,21,low,0
6195,5,high,0
7336,24,low,0
7395,17,low,0
5374,17,low,0
1137,28,low,0
5653,13,high,0
6386,17,low,0
9711,25,medium,1
5460,20,medium,1
1427,14,low,0
4819,23,low,0
9956,14,high,1
3025,28,high,0
1494,2,low,0
1673,23,high,0
9135,22,high,0
2508,30,high,0
5215,7,low,0
8536,20,high,0
1342,19,low,0
7959,25,high,0
6925,11,high,0
1563,8,high,0
7651,12,low,0
3392,22,medium,0
6205,6,low,1
4126,14,low,0
5539,5,low,0
2331,25,high,0
6289,20,low,0
1633,25,medium,0
7997,13,medium,0
4059,3,medium,0
6931,4,medium,0
6128,23,high,0
6001,21,low,0
1713,29,high,0
8889,22,medium,1
6852,6,low,1
6742,29,low,0
7066,24,low,0
2014,6,high,0
5956,28,medium,0
1416,12,medium,0
5961,12,medium,0
2914,17,medium,0
7763,21,high,0
4094,5,low,0
8319,11,low,0
6306,5,low,0
2459,8,medium,0
3178,30,high,0
4132,16,high,0
8381,3,medium,0
6584,4,low,0
9546,16,high,0
1837,2,medium,0
7828,17,medium,1
5520,6,high,0
9248,17,medium,0
3920,3,medium,0
5551,22,medium,0
4847,19,low,0
8376,12,medium,0
4817,9,low,1
6823,9,high,0
8495,23,low,0
3090,20,medium,0
6686,6,low,0
9904,16,high,0
8238,9,low,0
2884,29,high,0
8094,16,high,0
2695,1,medium,1
6094,9,high,0
5993,14,high,0
4259,24,medium,0
6102,4,medium,0
1496,30,high,0
4167,14,medium,0
7548,12,low,0
9435,2,medium,0
4973,2,low,0
2219,4,high,0
4250,30,high,1
3750,19,high,0
3572,9,low,0
8792,14,medium,1
4220,31,low,0
8875,21,high,0
1195,6,high,0
7748,23,high,0
4650,30,low,0
6707,7,medium,0
4217,11,high,0
4829,28,medium,0
5412,26,high,0
7416,1,medium,1
7646,22,medium,0
1408,19,medium,0
7147,28,low,0
1496,28,high,0
8923,31,low,0
6826,17,high,0
7942,4,medium,0
9374,12,high,0
6927,1,high,0
2050,30,low,0
7615,23,high,1
7576,16,medium,0
3544,16,low,0
4997,25,medium,0
2505,26,high,0
6340,14,high,0
1181,19,low,0
2817,6,low,0
6932,11,medium,0
6497,16,high,0
1422,12,high,0
3335,13,high,0
7636,30,medium,1
7059,23,high,1
4241,18,medium,0
7544,18,low,0
6959,19,low,0
2378,2,medium,0
8505,31,high,0
4464,18,low,0
8788,10,low,0
7173,29,low,0
5614,7,high,0
5490,26,low,0
2998,31,low,0
9180,6,high,0
5600,5,high,0
1371,19,medium,0
5724,11,medium,0
4841,9,low,0
7890,14,medium,0
6949,30,medium,0
9781,13,low,0
3240,6,medium,0
8830,5,medium,0
3325,13,low,0
9127,20,low,0
2055,2,medium,1
4536,2,low,0
7454,13,medium,0
6446,5,medium,0
1677,7,high,0
5552,5,medium,0
9030,19,medium,0
2590,28,medium,0
7218,17,low,0
3643,20,high,0
8731,23,high,0
4027,25,medium,0
3268,1,medium,0
5291,25,medium,0
3260,27,low,0
9777,6,medium,1
6663,8,high,1
7654,27,medium,0
2718,13,low,0
6071,26,high,0
5744,21,high,0
8242,20,low,0
2873,27,medium,0
7991,27,low,0
6643,9,medium,0
1100,21,low,1
4908,5,low,0
7279,19,low,0
1154,8,low,0
6600,16,medium,0
8530,15,medium,0
3306,3,low,1
7197,10,high,1
6888,15,medium,0
4153,5,medium,0
5043,19,high,1
5968,2,medium,0
5076,15,medium,0
4297,15,medium,0
4540,7,medium,0
6391,31,high,0
1032,29,high,0
7676,23,high,0
3498,6,high,1
1997,28,high,0
4179,30,medium,0
3569,5,high,0
8198,26,medium,0
5809,28,low,0
1664,14,high,0
9088,18,medium,1
5534,15,medium,0
4754,27,high,0
3193,13,high,0
2817,18,low,0
5764,19,high,0
1768,13,medium,0
9021,8,low,0
1829,13,medium,0
1144,2,medium,0
2137,14,high,0
8598,10,low,0
5001,28,medium,0
8345,5,high,0
8141,18,high,0
7617,15,medium,0
7761,30,low,0
1293,14,low,0
6285,4,low,0
5453,3,high,0
8361,2,medium,0
3286,2,medium,0
5087,12,medium,1
4632,12,high,0
3270,17,high,0
4558,16,high,0
4639,14,high,0
5461,10,low,0
4830,1,low,0
4236,15,low,0
1003,8,low,0
5113,23,high,0
2491,26,low,0
1477,5,medium,0
4475,21,high,0
7474,4,low,0
8956,6,low,0
9674,31,high,0
6282,31,high,0
8725,10,low,0
1302,3,medium,0
5537,14,medium,0
1937,15,low,0
6118,19,low,0
8880,3,medium,0
7967,10,medium,0
2767,19,medium,0
8075,5,low,0
3184,14,medium,0
1192,6,high,0
6132,13,medium,0
8323,18,low,0
7305,7,medium,0
8185,15,low,0
3030,9,medium,0
9758,28,medium,0
6109,4,low,1
5352,27,low,0
7902,20,low,0
8193,3,medium,0
9824,15,high,0
4799,25,high,0
5453,28,medium,0
4274,26,medium,0
7191,9,medium,0
3840,13,medium,0
9847,30,medium,0
4987,30,high,0
8724,28,medium,0
5565,27,low,0
1881,7,medium,0
4409,24,low,0
7563,2,medium,0
8285,25,high,0
9632,25,high,0
1882,17,medium,0
1052,19,medium,0
9047,1,high,0
3747,14,low,0
8982,9,low,0
9965,16,low,0
1716,7,medium,0
4145,22,medium,0
3212,5,high,0
1737,24,low,0
7019,10,high,1
9874,12,high,1
8237,28,medium,0
1439,14,medium,0
6242,4,medium,0
8455,9,medium,0
5429,3,high,0
9611,15,low,0
6016,14,medium,0
5126,1,high,0
9844,12,high,0
1410,22,low,0
5050,6,low,0
6226,23,high,0
1110,29,high,0
5198,30,medium,0
5983,17,high,0
4446,6,medium,0
3313,26,low,0
8734,24,low,0
4089,31,medium,0
6734,14,high,0
4260,11,medium,0
6233,15,medium,0
9354,22,low,0
1989,24,medium,0
3646,23,low,0
2495,8,high,0
8849,18,high,0
1700,16,high,0
8663,17,low,0
3505,4,high,0
1050,21,low,0
4502,5,high,0
3951,5,high,0
8988,7,medium,0
7765,9,medium,0
1873,15,low,0
7554,3,low,0
8490,24,medium,0
9067,10,medium,0
4729,28,high,0
5180,16,medium,0
8083,6,medium,0
1132,5,medium,0
9579,6,medium,0
7359,16,low,0
4528,10,high,0
7304,26,medium,0
9257,13,medium,0
9143,7,medium,0
8259,26,low,0
2717,8,high,0
6266,7,high,0
1734,11,high,0
6930,31,high,0
6062,20,low,0
2729,4,high,1
3518,5,high,0
8440,22,low,0
6849,27,low,1
1384,26,high,0
6751,2,high,1
3202,18,high,1
5786,16,medium,1
1453,31,high,0
1502,15,low,0
4120,1,low,0
1723,6,medium,0
4001,21,medium,0
2802,14,medium,0
7678,11,low,0
6346,12,high,0
8733,8,high,0
2484,21,medium,0
5079,26,low,0
8078,26,high,0
9863,17,high,0
7651,7,high,1
8512,17,medium,1
2659,14,low,0
7611,15,medium,0
8014,21,low,0
4780,29,high,0
2746,24,medium,0
2904,28,low,1
7354,8,medium,0
3154,26,low,0
4763,18,medium,1
6498,19,high,0
1469,16,high,0
8975,29,medium,0
7547,11,medium,0
6042,20,high,0
2469,29,high,0
1002,17,high,0
2760,8,high,0
9546,23,high,0
9758,8,low,0
9638,17,medium,1
9141,30,high,0
8571,30,medium,0
4542,13,medium,0
2417,25,low,0
7186,18,high,0
9458,13,medium,0
1120,11,medium,0
7792,17,medium,0
3667,21,high,0
8255,22,high,0
7050,28,high,0
5710,6,high,1
8802,1,low,0
9741,28,medium,0
3827,9,high,1
8642,6,medium,0
3560,14,low,0
8087,22,low,0
9446,14,medium,0
5194,31,low,0
5545,6,medium,1
8101,3,medium,0
9308,1,high,1
6327,15,high,0
7054,15,medium,0
9717,25,low,0
5372,22,low,0
3812,6,medium,0
5563,19,low,0
3606,25,low,0
2189,6,medium,0
7312,27,medium,0
5311,15,medium,0
3622,18,medium,1
4683,26,low,0
6459,3,medium,0
5511,27,low,0
3369,24,high,0
5900,14,medium,0
4575,10,high,0
5660,19,medium,1
8181,22,medium,0
5727,23,medium,0
9728,31,high,1
6496,10,high,0
6511,16,low,0
7084,16,low,0
3816,23,low,1
4746,23,low,0
4095,10,low,0
7653,10,medium,0
5478,3,medium,0
3321,4,low,0
8863,27,medium,0
3966,25,medium,1
3127,23,low,0
6876,16,high,0
9816,24,medium,0
4352,10,high,0
7536,9,medium,0
8307,16,medium,0
6809,15,medium,0
1867,15,low,0
3389,7,medium,0
7620,7,medium,0
9550,10,medium,0
1221,16,medium,0
4509,8,low,0
7444,15,medium,0
1880,16,low,0
2236,31,low,1
4071,5,medium,0
7344,4,medium,0
3406,8,high,0
2885,23,medium,0
7490,6,medium,0
9274,17,medium,0
1684,12,high,0
3053,27,high,0
6058,20,medium,0
2706,9,medium,0
4186,17,medium,0
1518,15,medium,0
6646,27,high,0
1457,13,high,0
7274,1,low,0
8676,4,high,0
3792,10,medium,0
4499,8,high,0
4880,30,medium,0
9345,21,medium,0
3823,6,low,1
4692,17,low,1
2543,8,high,0
8516,6,medium,0
9982,6,low,0
3778,6,high,0
2476,22,medium,0
3279,29,low,0
3971,14,low,0
5430,10,high,0
2349,11,low,0
7329,17,medium,0
3577,11,low,0
4247,27,low,0
3962,19,medium,1
2948,4,high,0
5990,19,high,0
6689,19,medium,0
2424,18,low,0
9342,5,low,0
2086,11,high,0
3349,25,medium,0
7515,26,high,0
1159,3,medium,0
2920,14,medium,0
2850,4,medium,0
1965,8,medium,1
6782,3,medium,0
9067,1,high,0
2855,19,low,0
6255,15,low,0
5396,24,high,0
9463,26,low,0
6189,29,high,0
4111,19,high,0
4157,1,low,0
7005,15,low,0
8114,23,high,0
5767,28,high,0
8992,22,high,0
2357,1,medium,0
4764,11,medium,0
3227,28,high,0
2746,23,low,0
2984,28,low,0
7533,14,low,0
3416,25,medium,1
1747,26,medium,0
5824,30,low,1
4497,10,low,0
8601,21,high,1
6920,16,low,0
5664,10,high,0
2835,13,medium,0
9676,4,medium,0
4600,12,medium,1
2860,1,medium,0
3788,16,medium,0
8335,11,low,1
9449,16,medium,0
7457,25,high,0
8127,7,high,0
5954,18,high,0
6187,6,high,1
6926,31,low,0
4415,3,low,0
9966,20,high,1
9650,11,medium,0
3391,24,low,0
5317,16,low,0
2442,5,medium,0
1257,3,high,0
6638,13,medium,1
3348,13,high,0
4962,13,medium,1
6236,2,medium,0
5533,29,medium,0
1022,6,low,1
1569,11,medium,0
1311,12,high,0
2080,7,medium,0
5210,8,high,0
9222,23,medium,0
8975,28,high,0
5089,6,low,0
1245,30,medium,0
1235,6,low,0
9524,29,medium,0
8561,13,medium,0
4430,28,high,0
4997,23,low,1
5541,28,low,0
6834,16,medium,0
5589,20,high,0
4255,16,medium,0
5792,9,medium,1
4932,5,medium,0
9498,12,high,0
2224,14,medium,0
5425,9,high,0
4906,14,low,0
4050,15,low,0
6956,9,low,0
4536,31,high,1
3177,21,medium,0
1738,15,low,0
7833,10,medium,0
5404,7,medium,0
6369,10,low,0
8458,31,high,0
4096,12,high,0
3133,3,low,0
1188,9,medium,0
2501,23,low,0
9745,26,medium,1
7495,18,high,0
7101,24,low,0
3135,15,low,0
3865,20,medium,0
6384,14,medium,0
8576,4,high,0
1351,24,high,0
5243,11,medium,0
9685,12,high,0
1606,22,high,0
1260,20,medium,0
3155,7,low,0
4569,14,low,0
1436,4,high,0
4189,12,medium,0
6053,20,medium,0
6089,31,high,0
1363,2,low,0
7103,24,medium,0
5620,29,medium,0
7910,24,low,1
5475,6,low,0
6920,16,high,0
2271,15,high,0
5700,23,low,0
3800,19,high,0
4017,31,low,1
5468,9,medium,0
4553,13,medium,0
6769,7,high,0
6577,2,low,0
8963,19,low,0
2902,14,low,0
9514,29,low,0
7584,18,medium,0
9993,16,high,0
8772,5,high,0
3677,31,high,0
9021,5,medium,1
6026,4,medium,0
5636,29,medium,1
7034,16,high,0
3840,24,low,0
1589,20,high,0
3589,30,medium,0
2825,23,medium,0
2566,26,low,0
6647,14,low,0
5803,24,high,1
9195,3,low,0
9481,25,low,0
2598,11,medium,0
2687,28,medium,0
6527,10,high,0
9671,23,high,0
5528,14,medium,0
8167,3,high,0
2891,24,medium,1
9470,8,high,0
8175,15,low,0
1181,21,high,0
8764,15,medium,0
7263,27,medium,0
9451,13,high,0
7825,31,high,0
6086,14,low,0
1712,24,high,0
1552,16,medium,0
8117,5,low,0
3594,21,medium,0
7619,30,low,0
9040,18,low,0
8123,16,low,0
8115,17,low,0
5498,2,medium,0
4420,18,medium,0
3497,18,high,0
6843,11,high,0
7655,6,high,0
6649,13,high,0
4623,14,high,0
6597,11,low,0
8036,18,high,0
2620,4,low,0
4635,31,high,1
1271,31,low,0
4399,24,low,0
1703,25,medium,0
7562,16,high,0
3460,11,high,0
1670,31,low,0
6717,13,medium,0
9145,3,high,0
5026,1,high,0
7204,23,medium,0
8460,24,high,0
4389,26,high,0
7270,8,low,0
5555,10,low,0
5400,8,high,1
2750,1,low,0
7964,3,high,0
5264,27,low,0
1878,20,low,0
8545,2,low,0
9663,6,medium,0
9940,20,medium,0
9819,7,high,0
2431,4,medium,0
1538,25,low,1
7776,9,medium,0
8643,13,medium,1
5160,25,medium,0
8299,4,high,0
5654,26,medium,0
9668,30,low,1
6973,27,high,0
2488,7,low,0
8499,2,high,0
3108,17,high,0
8099,5,medium,0
1262,6,medium,0
9392,27,medium,0
5010,25,low,0
5137,15,high,0
4997,23,high,0
8783,10,low,0
2765,22,high,0
1671,14,high,0
7600,16,medium,0
3918,24,low,0
1987,4,medium,0
8195,11,low,0
5257,4,high,0
8066,24,low,0
6917,19,medium,0
2470,8,low,0
2218,30,high,0
8082,2,medium,0
2315,2,high,0
7868,18,medium,0
5717,3,medium,0
4417,12,medium,0
3525,17,medium,0
8596,7,medium,0
3198,1,medium,0
8728,26,medium,0
7802,18,high,0
5882,31,medium,1
3736,30,high,0
6386,28,high,0
3105,26,medium,0
6844,4,low,0
5304,7,low,0
6831,31,medium,0
7464,13,high,0
4574,24,low,0
4522,13,high,0
3051,13,high,0
9896,12,medium,1
9894,27,medium,0
1319,22,medium,0
5797,12,low,0
3602,25,low,0
8912,27,medium,0
9722,16,medium,0
6769,26,high,0
7289,17,medium,0
2277,5,low,0
3372,12,medium,0
9006,14,high,1
9720,29,high,0
4073,30,low,0
8664,31,high,0
3853,12,high,0
9126,13,high,0
2194,15,medium,0
7910,1,high,0
1607,11,high,0
4299,16,high,0
1290,7,high,0
8410,10,medium,0
4691,9,high,0
5639,3,medium,0
3168,30,medium,0
7244,30,high,0
4300,1,low,0
5691,17,high,0
6903,11,medium,0
1215,23,high,0
2558,17,high,0
3038,6,high,0
5202,25,low,0
3359,9,low,0
5183,6,low,0
1090,19,low,0
6999,20,medium,0
9281,29,high,0
1796,11,medium,0
7642,29,high,0
3359,13,high,0
5808,12,medium,0
4698,14,high,0
2643,25,medium,1
9738,6,high,1
8453,28,medium,0
2190,8,low,0
7321,9,medium,0
9952,28,medium,0
7295,22,low,0
3477,8,low,0
9115,12,medium,0
6123,25,high,0
5532,6,high,0
7590,28,high,0
9581,29,low,1
2407,22,high,0
6151,6,high,0
5194,15,medium,0
9352,29,high,0
1554,20,medium,0
4418,1,medium,0
9410,7,low,0
1505,19,low,0
1893,18,medium,0
8356,26,low,0
8612,6,medium,0
4174,1,low,0
7300,18,medium,0
4825,19,high,0
5886,15,medium,0
4078,15,high,0
4401,5,high,0
2390,17,high,0
7783,2,high,0
5823,30,low,0
4894,1,high,1
8617,17,high,0
8124,21,high,0
9283,8,high,0
8594,9,low,0
2262,14,medium,0
4241,11,low,1
5507,12,high,0
8803,1,medium,0
3062,31,low,0
1770,12,medium,0
1925,1,high,0
6424,17,high,0
5478,27,low,0
5643,9,medium,0
3970,25,low,0
2017,8,high,0
9227,7,low,0
3442,7,medium,0
6218,26,medium,0
1990,30,high,0
4672,13,low,0
6675,24,high,0
1453,22,low,0
2153,31,high,0
1476,8,medium,0
5705,21,low,0
9987,5,low,1
6758,11,medium,0
8413,15,low,0
2228,9,medium,0
6102,25,low,0
9505,10,medium,0
7616,21,high,0
2928,23,high,1
2929,9,low,0
1084,2,medium,0
8966,31,medium,0
3004,28,medium,0
5343,13,high,0
8081,19,high,0
8789,8,low,1
6818,31,high,0
7393,21,medium,0
5290,3,medium,0
2356,8,low,0
7223,29,medium,0
5502,10,medium,0
6371,10,medium,0
4732,27,high,0
3564,3,medium,0
6572,31,medium,1
4198,31,low,1
8605,3,low,0
8243,25,high,0
6573,26,medium,1
9777,22,high,0
7003,29,high,0
9994,4,low,0
9071,19,low,0
7490,16,medium,0
9671,17,high,0
5547,21,medium,0
2514,25,low,0
1621,3,low,0
1139,12,medium,0
4179,16,high,0
1338,16,low,0
4384,23,low,0
7085,21,medium,0
9137,3,low,0
1933,20,medium,0
3323,30,high,0
4477,21,low,0
2552,5,low,0
1434,8,medium,0
8807,9,low,1
8368,4,medium,0
3610,16,low,0
8416,22,medium,0
5930,9,low,0
1695,14,high,0
5182,9,medium,0
4331,20,medium,1
9518,27,high,0
4310,3,medium,0
8874,7,medium,0
8841,25,medium,0
5931,2,low,0
9286,14,low,0
8599,4,medium,0
6793,11,high,1
1092,19,low,0
6785,13,low,0
9602,17,high,0
3442,9,low,0
9316,13,high,0
5998,4,medium,0
9318,18,medium,0
1147,15,low,0
4683,15,medium,0
1498,19,high,1
2751,6,high,0
9697,1,low,0
3573,25,low,0
8160,26,medium,0
9955,19,low,0
3058,25,high,0
5802,9,high,0
